0	0.5	0
1	0.31831	180
2	0.15915	180
3	0.1061	180
4	0.07958	180
5	0.063662	180
6	0.053052	180
7	0.045473	180
8	0.039788	180
9	0.035368	180
10	0.031831	180
11	0.028937	180
12	0.026526	180
13	0.02448	180
14	0.022736	180
15	0.0212206	180
16	0.019894	180
17	0.018724	180
18	0.017684	180
19	0.016753	180
20	0.015915	180
21	0.015157	180
22	0.014468	180
23	0.0138395	180
24	0.013267	180
25	0.012733	180
26	0.01224	180
27	0.011789	180
28	0.0113682	180
29	0.010976	180
30	0.0106133	180
31	0.010268	180
32	0.009947	180
33	0.009646	180
34	0.009362	180
35	0.009095	180
36	0.008842	180
37	0.008602	180
38	0.008376	180
39	0.008161	180
40	0.007957	180
41	0.007763	180
42	0.0075788	180
43	0.007403	180
44	0.0072345	180
45	0.0070735	180
46	0.0069197	180
47	0.0067725	180
48	0.0066314	180
49	0.0064961	180
50	0.006366	180